,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL
11495,642.56,1594.03,1418.14,21.61,552.83,2388.05,9058.89,47.49,521.51,2388.1,8135.88,8.4452,393.0,38.76,23.2827,43.0
11496,642.79,1586.8,1410.65,21.61,553.9,2388.14,9056.13,47.65,521.46,2388.08,8132.09,8.457,392.0,38.57,23.318,42.0
11497,643.2,1586.22,1412.36,21.61,552.95,2388.07,9058.64,47.54,520.71,2388.11,8136.47,8.4849,393.0,38.75,23.331,41.0
11498,642.85,1588.21,1409.41,21.61,553.57,2388.12,9062.35,47.8,520.5,2388.14,8135.08,8.4806,394.0,38.71,23.2972,40.0
11499,643.17,1591.96,1412.28,21.61,552.96,2388.12,9067.62,47.43,521.32,2388.11,8138.31,8.4827,394.0,38.82,23.2725,39.0
11500,642.42,1587.99,1416.67,21.61,552.76,2388.16,9061.34,47.62,521.56,2388.17,8137.39,8.4411,393.0,38.89,23.255,38.0
11501,643.41,1590.77,1412.13,21.61,553.47,2388.15,9064.69,47.67,520.8,2388.19,8135.3,8.4413,394.0,38.71,23.2467,37.0
11502,642.82,1590.22,1415.22,21.61,552.82,2388.13,9062.13,47.56,521.3,2388.16,8131.17,8.4379,395.0,38.77,23.2111,36.0
11503,642.38,1597.91,1411.05,21.61,552.56,2388.21,9055.93,47.81,520.85,2388.16,8130.6,8.4773,394.0,38.72,23.2826,35.0
11504,642.97,1595.27,1415.56,21.61,552.93,2388.13,9065.61,47.6,521.33,2388.19,8135.38,8.4642,394.0,38.76,23.1989,34.0
11505,642.93,1595.94,1412.62,21.61,553.0,2388.16,9050.85,47.56,521.09,2388.17,8140.43,8.453,394.0,38.91,23.1937,33.0
11506,642.9,1591.76,1411.27,21.61,552.35,2388.18,9062.0,47.69,521.17,2388.16,8130.21,8.4697,393.0,38.87,23.2446,32.0
11507,642.75,1594.44,1410.43,21.61,552.31,2388.13,9059.94,47.69,521.21,2388.11,8135.59,8.4676,396.0,38.76,23.2957,31.0
11508,643.25,1593.25,1414.08,21.61,552.93,2388.16,9057.92,47.79,520.57,2388.18,8128.36,8.4981,393.0,38.8,23.2223,30.0
11509,642.81,1588.02,1419.38,21.61,552.71,2388.09,9053.48,47.69,520.9,2388.15,8134.71,8.5322,394.0,38.84,23.193,29.0
11510,642.51,1596.97,1407.82,21.61,552.49,2388.19,9059.96,47.77,520.96,2388.2,8128.94,8.4617,394.0,38.59,23.2466,28.0
11511,642.77,1595.64,1414.42,21.61,552.66,2388.2,9055.5,47.93,520.48,2388.13,8137.1,8.4452,395.0,38.79,23.2433,27.0
11512,642.63,1592.91,1421.19,21.61,553.83,2388.15,9057.74,47.8,520.67,2388.2,8129.91,8.4401,394.0,38.83,23.3424,26.0
11513,642.79,1597.51,1411.0,21.61,552.52,2388.18,9056.59,47.7,520.45,2388.16,8130.22,8.4651,395.0,38.79,23.2957,25.0
11514,643.11,1586.78,1415.01,21.61,552.23,2388.17,9054.96,47.89,520.94,2388.14,8133.34,8.4703,394.0,38.67,23.2559,24.0
11515,643.34,1596.92,1418.71,21.61,553.33,2388.16,9058.46,47.86,520.72,2388.18,8133.23,8.4907,396.0,38.69,23.184,23.0
11516,643.69,1592.69,1421.31,21.61,552.55,2388.18,9054.61,47.82,520.88,2388.18,8135.1,8.4499,395.0,38.75,23.2074,22.0
11517,643.11,1599.4,1419.61,21.61,553.6,2388.16,9052.17,47.68,520.85,2388.24,8133.64,8.4776,394.0,38.77,23.1867,21.0
11518,643.1,1591.08,1412.16,21.61,552.47,2388.18,9058.51,47.76,520.46,2388.16,8137.85,8.5023,393.0,38.61,23.1422,20.0
11519,642.99,1598.99,1419.89,21.61,552.57,2388.19,9047.29,47.82,520.36,2388.25,8130.73,8.4834,394.0,38.82,23.1397,19.0
11520,643.47,1590.66,1414.62,21.61,552.76,2388.21,9054.42,47.81,520.34,2388.19,8130.28,8.4734,395.0,38.64,23.2383,18.0
11521,642.94,1597.17,1416.69,21.61,551.6,2388.2,9055.53,47.93,519.67,2388.18,8120.34,8.4683,394.0,38.69,23.1293,17.0
11522,642.89,1590.84,1419.96,21.61,552.69,2388.17,9048.72,47.89,520.44,2388.23,8129.33,8.4762,396.0,38.49,23.1771,16.0
11523,643.09,1597.86,1426.76,21.61,551.91,2388.23,9055.1,47.96,520.11,2388.28,8131.71,8.4593,393.0,38.56,23.1201,15.0
11524,643.11,1600.78,1422.72,21.61,552.71,2388.26,9059.97,47.81,520.44,2388.19,8127.96,8.4931,395.0,38.62,23.1794,14.0
11525,643.2,1592.29,1421.06,21.61,552.74,2388.2,9046.53,47.88,520.42,2388.22,8126.38,8.4874,395.0,38.65,23.1702,13.0
11526,643.57,1599.64,1417.99,21.61,552.18,2388.24,9054.31,47.92,520.33,2388.26,8124.13,8.5098,394.0,38.6,23.114,12.0
11527,643.12,1604.85,1424.95,21.61,551.04,2388.2,9049.09,47.9,520.4,2388.27,8122.52,8.5042,397.0,38.57,23.0882,11.0
11528,643.62,1594.84,1426.06,21.61,552.25,2388.25,9054.86,48.22,520.31,2388.29,8125.24,8.4972,396.0,38.6,23.1609,10.0
11529,643.43,1598.68,1422.57,21.61,551.29,2388.25,9053.92,48.01,520.48,2388.27,8129.44,8.47,395.0,38.54,23.1793,9.0
11530,643.03,1603.67,1420.72,21.61,551.22,2388.28,9043.83,48.07,519.78,2388.27,8122.59,8.4786,397.0,38.65,23.1517,8.0
11531,643.6,1601.88,1424.96,21.61,552.04,2388.32,9047.13,48.15,520.16,2388.21,8126.94,8.4867,396.0,38.37,23.0697,7.0
11532,643.65,1598.35,1419.95,21.61,552.24,2388.21,9047.96,47.93,519.81,2388.27,8117.3,8.4739,394.0,38.42,23.128,6.0
11533,643.04,1591.57,1428.33,21.61,551.81,2388.32,9046.59,48.11,519.98,2388.32,8124.79,8.4973,396.0,38.29,23.0459,5.0
11534,643.23,1606.09,1426.54,21.61,551.51,2388.27,9043.51,48.12,520.13,2388.28,8123.03,8.5053,396.0,38.64,23.1447,4.0
11535,644.19,1597.88,1424.43,21.61,550.8,2388.31,9044.79,48.15,520.05,2388.27,8119.98,8.5146,397.0,38.55,22.9495,3.0
11536,644.02,1602.9,1436.66,21.61,551.06,2388.28,9048.86,48.17,519.55,2388.23,8122.8,8.5286,396.0,38.32,23.0548,2.0
11537,643.6,1604.72,1430.55,21.61,551.31,2388.34,9039.32,48.02,519.65,2388.26,8115.48,8.5056,396.0,38.46,23.1961,1.0
11538,643.75,1593.77,1438.22,21.61,551.29,2388.28,9047.79,48.33,519.77,2388.33,8119.76,8.519,395.0,38.29,23.185,0.0
11539,642.23,1583.85,1394.9,21.61,554.96,2388.01,9054.46,47.12,522.76,2387.99,8138.74,8.4077,390.0,38.95,23.3631,130.0
11540,641.68,1583.38,1391.57,21.61,554.44,2388.0,9048.32,47.05,522.92,2388.0,8143.46,8.4237,391.0,39.07,23.5368,130.0
11541,642.12,1593.37,1396.53,21.61,554.45,2388.01,9048.23,47.09,522.29,2388.04,8142.43,8.3694,391.0,39.08,23.3646,130.0
11542,641.91,1582.06,1397.24,21.6,554.75,2388.01,9057.77,47.14,522.65,2388.01,8144.85,8.3991,391.0,38.94,23.4428,130.0
11543,642.45,1587.57,1397.78,21.61,553.96,2388.02,9058.48,47.15,522.12,2387.99,8139.1,8.3991,390.0,39.18,23.503,130.0
11544,642.06,1581.03,1394.81,21.61,554.4,2387.99,9051.75,47.23,522.22,2387.96,8135.43,8.4062,391.0,39.12,23.4303,130.0
11545,642.27,1584.95,1396.13,21.61,555.24,2387.96,9054.09,47.07,522.2,2388.03,8135.67,8.3909,391.0,39.03,23.4483,130.0
11546,642.02,1583.08,1398.88,21.61,555.13,2388.01,9068.66,47.11,522.43,2387.99,8139.45,8.4222,389.0,39.05,23.4404,130.0
11547,642.36,1576.47,1397.44,21.61,554.87,2388.01,9053.1,46.95,522.74,2387.97,8139.97,8.3953,391.0,39.12,23.4364,130.0
11548,642.46,1580.88,1395.39,21.61,555.07,2387.98,9050.94,47.23,522.5,2387.98,8141.35,8.4098,391.0,39.04,23.4173,130.0
11549,642.21,1583.2,1404.76,21.61,554.57,2388.0,9049.98,47.14,522.15,2387.94,8135.85,8.3806,392.0,39.03,23.4487,130.0
11550,642.63,1581.27,1395.08,21.61,554.47,2388.01,9054.86,47.04,522.45,2388.02,8139.12,8.3833,392.0,38.98,23.4486,130.0
11551,641.96,1586.06,1397.83,21.61,554.75,2387.99,9058.86,46.99,522.15,2387.98,8140.48,8.3712,392.0,38.92,23.5137,130.0
11552,642.07,1581.3,1392.85,21.61,554.03,2388.03,9061.5,47.03,522.26,2388.02,8134.36,8.3657,390.0,39.11,23.5179,130.0
11553,642.06,1583.71,1395.08,21.61,554.7,2387.93,9059.47,47.12,523.06,2388.0,8136.23,8.4163,392.0,39.08,23.4219,130.0
11554,641.94,1581.83,1403.74,21.61,554.99,2388.03,9053.85,47.16,522.08,2387.99,8141.52,8.4463,392.0,39.08,23.4022,130.0
11555,641.61,1586.13,1397.73,21.61,554.8,2388.04,9063.44,47.25,522.39,2388.0,8143.47,8.4167,391.0,38.96,23.4058,130.0
11556,642.66,1582.76,1401.69,21.6,554.44,2387.98,9055.75,47.09,522.85,2387.96,8137.83,8.4325,391.0,39.1,23.4539,130.0
11557,641.97,1586.95,1390.1,21.61,554.54,2388.0,9057.81,47.17,522.35,2387.97,8142.07,8.3961,390.0,39.08,23.3528,130.0
11558,642.3,1584.6,1396.49,21.6,554.45,2387.98,9052.58,47.06,522.53,2388.03,8139.59,8.4255,391.0,39.25,23.5442,130.0
11559,642.3,1581.47,1399.84,21.61,554.76,2387.95,9058.96,47.15,522.35,2388.04,8137.05,8.3814,390.0,39.18,23.4255,130.0
11560,642.31,1591.06,1398.76,21.61,554.75,2387.99,9058.43,47.09,522.96,2387.99,8137.92,8.4299,391.0,39.15,23.5255,130.0
11561,642.2,1585.82,1397.61,21.61,554.91,2388.01,9058.4,47.03,522.9,2387.99,8141.08,8.3634,392.0,39.2,23.3611,130.0
11562,642.41,1581.11,1398.28,21.61,555.24,2388.01,9055.94,47.46,522.53,2387.98,8138.81,8.4076,390.0,39.15,23.4705,130.0
11563,642.22,1579.22,1402.15,21.61,555.16,2388.01,9051.53,47.19,522.27,2387.96,8139.97,8.3888,391.0,39.09,23.3908,130.0
11564,642.14,1592.32,1392.7,21.61,554.58,2388.03,9061.38,47.13,522.3,2388.04,8140.34,8.3785,392.0,39.07,23.5365,130.0
11565,642.08,1587.53,1396.91,21.61,553.97,2388.03,9051.92,47.14,522.89,2388.0,8133.63,8.3792,390.0,38.98,23.3086,130.0
11566,642.07,1580.79,1393.16,21.61,555.01,2387.97,9051.83,47.3,522.45,2388.02,8139.29,8.4047,392.0,39.27,23.3488,130.0
11567,642.86,1584.38,1399.44,21.61,554.69,2388.01,9060.54,47.1,521.93,2387.98,8140.16,8.4304,392.0,39.15,23.2982,130.0
11568,642.12,1576.66,1399.97,21.61,554.42,2387.97,9052.83,47.06,522.7,2387.95,8138.1,8.3812,392.0,38.97,23.3897,130.0
11569,642.0,1589.11,1395.91,21.6,554.56,2388.01,9058.0,47.09,522.53,2388.07,8143.7,8.381,391.0,38.91,23.4557,130.0
11570,641.73,1581.49,1396.72,21.61,554.81,2388.04,9051.29,47.13,522.38,2388.02,8132.43,8.3773,391.0,39.04,23.5383,130.0
11571,642.33,1585.08,1395.03,21.61,554.78,2388.02,9057.88,47.24,522.46,2387.97,8134.83,8.3886,391.0,39.09,23.382,130.0
11572,642.08,1583.01,1392.14,21.6,554.48,2388.02,9061.14,47.1,522.31,2388.04,8134.0,8.4044,391.0,39.1,23.4074,130.0
11573,641.95,1579.09,1397.35,21.61,554.32,2387.97,9060.9,47.02,522.67,2388.07,8143.61,8.3856,391.0,39.13,23.3904,130.0
11574,641.95,1589.87,1396.41,21.61,555.29,2387.96,9064.12,47.02,522.26,2388.0,8138.28,8.4135,390.0,38.97,23.4566,130.0
11575,642.42,1577.67,1398.99,21.61,554.49,2387.98,9056.82,47.17,522.01,2388.06,8134.09,8.3613,392.0,38.95,23.3906,130.0
11576,642.31,1582.94,1391.74,21.61,555.02,2388.05,9051.53,47.26,522.9,2388.02,8136.93,8.3705,392.0,39.04,23.4085,130.0
11577,642.14,1587.79,1397.2,21.61,553.67,2388.01,9060.96,47.2,522.43,2388.0,8139.41,8.395,391.0,39.13,23.3136,130.0
11578,641.67,1580.34,1398.95,21.61,554.49,2388.08,9057.36,47.16,522.59,2388.04,8138.98,8.3846,391.0,39.25,23.3541,130.0
11579,642.37,1576.02,1400.48,21.61,554.75,2388.01,9052.35,47.05,522.48,2388.03,8137.78,8.4202,391.0,39.25,23.5002,130.0
11580,642.06,1588.54,1394.96,21.61,554.65,2387.99,9053.16,47.38,522.34,2387.99,8139.02,8.3533,391.0,39.01,23.3713,130.0
11581,642.21,1576.53,1399.68,21.61,554.06,2388.01,9049.78,47.26,522.43,2387.97,8144.32,8.373,392.0,38.93,23.5115,130.0
11582,641.72,1590.2,1400.09,21.6,553.94,2388.03,9055.95,47.17,522.35,2387.99,8142.0,8.4216,392.0,38.94,23.3515,130.0
11583,642.56,1578.99,1403.09,21.61,555.6,2387.96,9060.77,47.02,523.21,2387.96,8135.25,8.4064,391.0,38.99,23.405,130.0
11584,642.18,1580.76,1394.89,21.61,554.17,2388.04,9052.97,47.21,522.78,2387.98,8135.86,8.4075,392.0,39.09,23.4232,130.0
11585,642.24,1582.66,1405.06,21.61,553.64,2388.0,9057.58,47.1,522.82,2388.03,8137.94,8.3928,392.0,39.0,23.4924,130.0
11586,641.5,1588.83,1394.15,21.61,553.94,2388.01,9055.14,47.27,522.16,2387.97,8135.83,8.4216,393.0,39.11,23.4603,130.0
11587,642.28,1583.82,1397.94,21.61,554.61,2387.99,9058.71,47.2,522.17,2387.98,8142.06,8.3839,391.0,39.12,23.3419,130.0
11588,642.3,1588.59,1393.23,21.61,554.87,2388.0,9055.62,47.2,522.44,2387.99,8141.81,8.4101,392.0,39.1,23.5059,130.0
11589,641.72,1586.51,1403.8,21.61,554.6,2388.01,9058.5,47.11,522.39,2388.03,8140.26,8.4025,392.0,39.07,23.5007,130.0
11590,642.11,1578.19,1403.12,21.61,555.22,2388.04,9058.89,47.15,522.48,2387.96,8138.77,8.4008,391.0,39.16,23.4569,130.0
11591,642.21,1581.66,1396.66,21.61,554.36,2387.99,9056.56,47.21,522.14,2388.0,8143.23,8.3953,391.0,38.97,23.3741,130.0
11592,641.88,1582.06,1396.12,21.61,554.52,2388.04,9054.54,47.03,522.62,2387.97,8143.92,8.4257,392.0,39.16,23.3291,130.0
11593,642.1,1582.29,1396.88,21.61,553.64,2388.0,9054.54,47.08,522.38,2388.0,8137.37,8.4241,390.0,39.12,23.4798,130.0
11594,641.82,1582.02,1390.76,21.61,554.23,2387.99,9048.69,47.23,522.32,2388.06,8137.7,8.3613,392.0,39.05,23.436,130.0
11595,642.16,1577.69,1398.25,21.61,555.09,2388.0,9061.92,47.23,522.48,2388.0,8136.56,8.3963,392.0,39.11,23.4128,130.0
11596,642.25,1584.98,1403.11,21.61,555.15,2388.02,9053.93,47.25,522.61,2387.95,8142.66,8.3839,393.0,39.02,23.5089,130.0
11597,641.74,1581.71,1395.81,21.61,554.5,2387.97,9058.97,47.06,522.82,2388.0,8142.15,8.3883,393.0,39.09,23.5788,130.0
11598,642.53,1576.88,1394.22,21.61,554.77,2387.97,9054.1,47.11,522.42,2388.0,8135.0,8.3693,391.0,39.12,23.4605,130.0
11599,642.15,1582.39,1401.4,21.61,553.97,2387.99,9045.61,47.16,522.15,2387.98,8140.4,8.3743,392.0,39.06,23.3362,130.0
11600,641.91,1581.23,1394.37,21.61,554.42,2388.02,9059.2,47.22,522.47,2388.0,8139.56,8.3859,392.0,39.1,23.3653,130.0
11601,642.1,1580.94,1400.24,21.61,555.04,2387.96,9055.16,47.08,521.99,2388.06,8137.39,8.3803,391.0,38.86,23.5182,130.0
11602,642.38,1586.79,1401.39,21.61,555.72,2388.04,9057.28,47.0,521.99,2388.03,8140.18,8.4031,390.0,39.05,23.4975,130.0
11603,641.61,1585.98,1398.05,21.61,554.57,2388.02,9053.58,47.29,522.16,2388.0,8141.63,8.3886,392.0,39.11,23.346,130.0
11604,642.01,1584.5,1402.64,21.61,554.79,2388.06,9054.42,47.11,522.35,2388.02,8137.54,8.3982,392.0,39.09,23.4249,130.0
11605,641.7,1583.79,1393.19,21.61,554.03,2388.06,9059.25,47.23,522.16,2388.04,8135.64,8.3752,391.0,39.05,23.4128,130.0
11606,642.17,1588.73,1402.06,21.61,554.66,2388.01,9051.79,47.15,522.4,2388.02,8138.24,8.4037,390.0,39.04,23.369,130.0
11607,642.09,1578.97,1401.98,21.61,554.26,2388.08,9056.86,47.47,522.11,2387.95,8140.01,8.3892,390.0,38.91,23.3614,130.0
11608,642.09,1580.28,1400.71,21.61,553.66,2388.01,9054.67,47.07,522.73,2387.98,8138.23,8.3928,391.0,38.73,23.4732,130.0
11609,642.57,1580.08,1395.4,21.61,554.14,2388.03,9055.19,47.11,522.13,2388.04,8140.6,8.3818,390.0,38.98,23.4276,130.0
11610,642.16,1582.33,1395.67,21.61,555.04,2388.01,9060.79,47.24,522.26,2388.01,8132.05,8.4383,393.0,38.95,23.4486,130.0
11611,642.27,1583.8,1393.46,21.61,554.56,2388.03,9053.29,47.32,521.67,2388.01,8140.39,8.4184,392.0,39.09,23.407,130.0
11612,641.79,1587.15,1397.83,21.61,554.98,2388.0,9048.75,47.14,522.34,2388.02,8141.35,8.3826,391.0,38.98,23.389,130.0
11613,642.12,1588.22,1396.13,21.61,554.38,2388.06,9061.48,47.22,522.21,2387.97,8139.22,8.4326,390.0,38.94,23.4274,130.0
11614,642.33,1581.5,1396.22,21.61,554.28,2388.02,9056.93,47.28,522.19,2388.02,8139.33,8.3942,392.0,39.02,23.4053,130.0
11615,643.13,1592.05,1402.18,21.61,554.5,2388.05,9053.78,47.29,521.56,2387.97,8139.26,8.4399,392.0,39.05,23.4276,130.0
11616,642.15,1591.32,1400.52,21.6,553.86,2388.03,9052.12,47.14,521.94,2388.01,8133.84,8.4258,392.0,39.14,23.3966,130.0
11617,642.35,1585.13,1406.59,21.6,553.73,2388.02,9066.28,47.19,522.28,2387.99,8139.15,8.3441,389.0,39.19,23.4185,130.0
11618,641.94,1589.03,1393.59,21.61,554.57,2388.06,9055.74,47.44,522.48,2388.02,8138.49,8.3854,392.0,38.94,23.3962,130.0
11619,642.4,1587.41,1397.92,21.61,553.76,2388.01,9057.15,47.24,522.5,2388.01,8136.81,8.3637,392.0,39.13,23.3202,130.0
11620,642.65,1585.02,1393.85,21.61,554.24,2388.04,9060.18,47.31,522.24,2388.05,8141.68,8.3939,392.0,38.98,23.4273,130.0
11621,642.43,1583.33,1397.74,21.6,554.23,2387.97,9056.27,47.29,522.54,2388.0,8139.35,8.3727,393.0,39.09,23.418,130.0
11622,642.28,1587.74,1398.63,21.6,554.54,2388.02,9059.56,47.29,522.42,2388.0,8135.48,8.4095,392.0,39.13,23.3553,130.0
11623,641.92,1583.53,1395.25,21.61,554.32,2387.96,9057.2,47.17,521.84,2388.02,8137.2,8.3817,393.0,38.99,23.3983,130.0
11624,641.95,1589.08,1394.79,21.61,554.12,2387.99,9056.48,47.33,522.25,2388.11,8138.67,8.428,391.0,39.11,23.4579,130.0
11625,641.93,1584.3,1402.08,21.61,554.6,2388.01,9054.01,47.31,521.77,2388.05,8140.65,8.3677,391.0,39.06,23.3425,130.0
11626,642.15,1582.89,1393.39,21.61,553.87,2388.05,9055.67,47.28,522.25,2388.02,8145.0,8.4089,393.0,39.0,23.3807,130.0
11627,642.4,1586.9,1404.24,21.61,554.7,2388.0,9060.04,47.25,521.93,2388.02,8139.02,8.4223,391.0,38.83,23.37,130.0
11628,642.49,1586.55,1400.05,21.61,554.13,2388.05,9057.55,47.06,522.09,2388.06,8138.67,8.376,392.0,38.88,23.3533,130.0
11629,642.42,1584.92,1391.79,21.61,553.66,2388.03,9060.71,47.43,522.1,2388.04,8137.81,8.4097,391.0,38.89,23.3571,130.0
11630,642.03,1579.32,1402.74,21.61,554.51,2388.05,9052.27,47.15,522.03,2388.06,8136.18,8.4194,390.0,38.89,23.4079,130.0
11631,642.0,1581.74,1394.85,21.61,553.66,2388.04,9058.45,47.04,522.23,2388.01,8140.7,8.3955,391.0,38.98,23.3652,130.0
11632,642.06,1587.69,1407.8,21.61,554.28,2388.03,9060.3,47.23,522.1,2388.03,8139.1,8.4026,391.0,38.98,23.345,130.0
11633,641.94,1585.28,1395.97,21.61,553.71,2387.99,9058.05,47.1,522.08,2388.07,8138.61,8.4225,392.0,38.92,23.4669,130.0
11634,641.61,1587.45,1398.66,21.61,554.38,2388.05,9056.44,47.22,522.06,2388.03,8138.66,8.4282,392.0,38.86,23.4697,130.0
11635,642.58,1584.78,1394.47,21.61,554.65,2388.01,9061.6,47.18,522.54,2388.05,8137.53,8.3752,392.0,39.02,23.3965,130.0
11636,642.25,1579.39,1402.71,21.61,554.63,2388.0,9057.98,47.4,523.1,2388.04,8141.82,8.3971,392.0,38.94,23.3537,130.0
11637,642.37,1583.53,1406.1,21.61,554.27,2388.06,9060.04,47.29,521.88,2388.07,8135.75,8.3866,392.0,38.99,23.4044,130.0
11638,641.94,1584.45,1399.26,21.61,554.32,2388.01,9046.96,47.35,522.11,2388.03,8136.99,8.4118,393.0,39.09,23.338,130.0
11639,642.44,1584.1,1398.93,21.61,554.29,2388.03,9055.8,47.24,522.27,2388.05,8142.29,8.3885,393.0,39.0,23.3741,130.0
11640,642.26,1581.25,1406.74,21.61,553.84,2388.03,9057.9,47.32,522.0,2388.08,8140.5,8.3927,390.0,39.07,23.405,129.0
11641,642.35,1582.53,1398.99,21.61,554.64,2388.05,9064.58,47.28,522.5,2387.99,8141.88,8.4075,392.0,39.05,23.3689,128.0
11642,642.6,1580.21,1399.9,21.61,553.7,2388.01,9052.35,47.32,521.84,2388.04,8141.54,8.4213,391.0,39.04,23.4089,127.0
11643,642.27,1591.08,1400.27,21.61,554.98,2388.0,9061.12,47.28,522.5,2388.03,8137.32,8.4016,390.0,39.05,23.3102,126.0
11644,642.28,1589.22,1399.77,21.61,554.68,2387.95,9061.44,47.39,522.16,2388.07,8142.11,8.392,392.0,38.96,23.4016,125.0
11645,642.47,1583.82,1408.93,21.61,554.8,2388.01,9054.88,47.22,522.27,2388.02,8137.58,8.4133,393.0,38.92,23.333,124.0
11646,642.38,1590.34,1404.71,21.61,554.35,2388.05,9059.49,47.18,522.57,2388.06,8140.03,8.4295,391.0,38.87,23.4768,123.0
11647,642.68,1576.42,1394.53,21.61,554.47,2388.03,9057.15,47.18,522.12,2388.0,8135.83,8.3987,391.0,38.9,23.4865,122.0
11648,641.96,1591.02,1399.34,21.61,554.21,2388.04,9055.48,47.22,522.28,2388.06,8144.9,8.4069,393.0,39.11,23.3104,121.0
11649,642.45,1587.74,1398.46,21.61,553.94,2388.02,9064.64,47.2,521.98,2388.03,8150.6,8.3813,391.0,39.06,23.3443,120.0
11650,642.1,1584.36,1401.97,21.61,554.45,2388.09,9058.32,47.15,522.52,2387.99,8132.86,8.4058,392.0,38.92,23.2664,119.0
11651,642.06,1579.63,1398.42,21.6,554.95,2388.04,9057.85,47.35,522.22,2388.02,8145.13,8.3801,390.0,38.96,23.4604,118.0
11652,641.98,1589.52,1403.52,21.61,554.24,2388.06,9066.28,47.17,521.77,2388.0,8140.12,8.3951,392.0,38.85,23.4966,117.0
11653,641.64,1585.52,1408.11,21.61,554.06,2388.03,9055.53,47.18,522.12,2388.02,8136.7,8.3935,391.0,39.03,23.4566,116.0
11654,641.91,1589.24,1402.23,21.6,554.81,2388.03,9058.52,47.15,522.17,2388.02,8140.56,8.4098,391.0,38.84,23.3805,115.0
11655,642.05,1586.52,1401.15,21.61,554.08,2388.06,9057.47,47.23,522.07,2388.1,8137.35,8.4488,391.0,39.16,23.4362,114.0
11656,642.22,1592.21,1404.82,21.61,554.47,2388.02,9059.66,47.17,521.68,2388.07,8136.95,8.4077,392.0,38.88,23.4325,113.0
11657,642.28,1583.23,1406.62,21.61,554.55,2388.03,9054.41,47.23,522.29,2388.02,8140.26,8.4208,392.0,38.82,23.3247,112.0
11658,641.7,1580.76,1401.0,21.61,553.9,2388.06,9056.86,47.27,521.92,2388.0,8135.15,8.456,391.0,38.9,23.4283,111.0
11659,642.27,1578.56,1391.52,21.61,554.31,2387.97,9051.69,47.15,522.69,2388.02,8143.19,8.4401,391.0,39.14,23.4506,110.0
11660,642.59,1577.06,1403.37,21.61,553.73,2388.02,9052.09,47.33,522.2,2388.04,8137.83,8.4119,394.0,38.98,23.4442,109.0
11661,641.91,1585.21,1397.71,21.61,554.4,2388.06,9058.6,47.39,522.21,2388.1,8141.43,8.4365,390.0,39.08,23.3159,108.0
11662,642.37,1585.79,1406.47,21.61,554.05,2388.09,9058.69,47.29,521.98,2388.0,8133.53,8.4112,391.0,38.85,23.3798,107.0
11663,642.22,1586.41,1402.81,21.61,553.67,2388.09,9056.41,47.25,522.08,2388.06,8142.81,8.4277,391.0,38.98,23.3519,106.0
11664,642.29,1581.83,1409.11,21.61,553.92,2388.02,9060.72,47.22,521.69,2388.0,8136.34,8.4114,393.0,39.02,23.2967,105.0
11665,641.61,1585.84,1398.04,21.61,553.96,2388.02,9053.01,47.3,522.11,2388.05,8134.07,8.4088,392.0,38.89,23.4096,104.0
11666,642.28,1584.21,1397.82,21.61,553.94,2388.06,9049.51,47.21,521.81,2388.05,8138.16,8.4073,392.0,39.06,23.4329,103.0
11667,642.47,1584.22,1410.66,21.61,554.58,2388.03,9061.05,47.45,522.16,2388.03,8144.0,8.42,393.0,38.85,23.3199,102.0
11668,642.38,1591.6,1402.06,21.61,554.88,2388.08,9064.4,47.39,521.72,2388.02,8143.54,8.4178,392.0,38.98,23.3256,101.0
11669,642.32,1586.64,1406.44,21.61,553.33,2388.02,9051.6,47.35,521.91,2388.05,8135.1,8.425,393.0,39.01,23.322,100.0
11670,641.88,1587.92,1407.67,21.61,554.54,2388.05,9061.19,47.27,522.39,2388.1,8141.45,8.3939,392.0,39.02,23.3626,99.0
11671,642.12,1589.34,1407.58,21.61,554.75,2387.99,9055.71,47.31,522.66,2388.01,8138.36,8.4005,392.0,38.91,23.3258,98.0
11672,642.08,1587.62,1406.59,21.61,553.71,2388.0,9058.34,47.36,521.31,2388.03,8145.41,8.4122,393.0,38.88,23.4598,97.0
11673,642.3,1594.09,1399.73,21.61,554.14,2388.05,9056.79,47.35,522.3,2388.07,8138.82,8.4425,391.0,39.09,23.3721,96.0
11674,642.95,1591.41,1398.92,21.61,553.51,2388.07,9062.42,47.43,522.07,2388.03,8143.47,8.4015,392.0,38.93,23.3521,95.0
11675,641.95,1586.64,1401.3,21.61,554.54,2388.09,9062.77,47.27,522.31,2387.99,8137.29,8.4142,392.0,38.92,23.3298,94.0
11676,642.48,1584.4,1402.19,21.61,553.74,2388.06,9059.75,47.33,521.7,2388.01,8139.57,8.4451,393.0,38.78,23.3573,93.0
11677,642.06,1582.55,1392.56,21.61,554.37,2388.05,9056.86,47.4,522.13,2388.0,8139.85,8.4025,391.0,38.98,23.2939,92.0
11678,642.48,1587.72,1400.42,21.61,554.37,2388.06,9058.04,47.46,522.21,2388.04,8137.67,8.4409,392.0,38.81,23.3179,91.0
11679,642.3,1586.78,1404.7,21.61,553.42,2388.02,9060.09,47.33,521.69,2388.09,8134.54,8.428,393.0,38.9,23.4016,90.0
